user_id,timestamp,group,landing_page,converted,date
861241,2017-01-16 07:29:31.485808,control,old_page,1,2017-01-16
649981,2017-01-12 14:11:43.244243,control,old_page,1,2017-01-12
899373,2017-01-08 01:26:49.237937,control,old_page,0,2017-01-08
675886,2017-01-14 07:19:04.465123,control,old_page,0,2017-01-14
849495,2017-01-22 06:38:28.288912,treatment,new_page,0,2017-01-22
888264,2017-01-14 17:32:27.116306,treatment,new_page,0,2017-01-14
853744,2017-01-07 17:26:40.733153,control,old_page,1,2017-01-07
741507,2017-01-15 05:55:07.528377,treatment,new_page,0,2017-01-15
663896,2017-01-06 00:24:18.673082,treatment,new_page,0,2017-01-06
827988,2017-01-16 14:19:22.936217,control,old_page,0,2017-01-16
775056,2017-01-19 18:34:14.861819,control,old_page,0,2017-01-19
828709,2017-01-23 09:21:22.186159,treatment,new_page,0,2017-01-23
719330,2017-01-04 10:04:44.807523,treatment,new_page,0,2017-01-04
664992,2017-01-22 10:13:03.889757,treatment,new_page,0,2017-01-22
670052,2017-01-07 10:39:01.099851,control,old_page,0,2017-01-07
730376,2017-01-11 20:42:26.166282,control,old_page,0,2017-01-11
730619,2017-01-22 03:27:54.148363,control,old_page,0,2017-01-22
784585,2017-01-10 06:30:02.876684,control,old_page,0,2017-01-10
631523,2017-01-15 19:25:03.574845,control,old_page,0,2017-01-15
768076,2017-01-18 05:14:38.871194,control,old_page,0,2017-01-18
686390,2017-01-20 23:02:14.337976,control,old_page,0,2017-01-20
784557,2017-01-04 10:39:41.450143,treatment,new_page,0,2017-01-04
801513,2017-01-13 09:20:15.078510,control,old_page,0,2017-01-13
734839,2017-01-13 07:07:01.034545,control,old_page,0,2017-01-13
917943,2017-01-07 02:44:46.713127,control,old_page,0,2017-01-07
788526,2017-01-13 10:00:18.401488,control,old_page,0,2017-01-13
787369,2017-01-17 02:21:41.802782,control,old_page,0,2017-01-17
917603,2017-01-08 12:34:57.017073,treatment,new_page,1,2017-01-08
798838,2017-01-18 04:17:06.019144,control,old_page,0,2017-01-18
839049,2017-01-17 08:20:29.229066,treatment,new_page,1,2017-01-17
744355,2017-01-07 07:05:33.811062,control,old_page,0,2017-01-07
797845,2017-01-23 09:17:01.135951,control,old_page,1,2017-01-23
641359,2017-01-09 19:56:13.463340,control,old_page,0,2017-01-09
908149,2017-01-02 15:36:49.134321,control,old_page,0,2017-01-02
723386,2017-01-22 13:15:48.814149,control,old_page,1,2017-01-22
764241,2017-01-05 23:46:12.586146,treatment,new_page,1,2017-01-05
724157,2017-01-10 11:15:24.041401,control,old_page,0,2017-01-10
714468,2017-01-24 08:54:11.835258,control,old_page,0,2017-01-24
645900,2017-01-12 15:23:21.037047,treatment,new_page,0,2017-01-12
779644,2017-01-21 00:00:32.594487,control,old_page,0,2017-01-21
873853,2017-01-08 16:35:29.638450,treatment,new_page,0,2017-01-08
678446,2017-01-04 04:26:27.629736,control,old_page,0,2017-01-04
736807,2017-01-20 19:12:24.514748,treatment,new_page,1,2017-01-20
767989,2017-01-03 09:26:05.409478,control,old_page,0,2017-01-03
860788,2017-01-06 02:14:19.682779,control,old_page,0,2017-01-06
790494,2017-01-06 11:34:11.815339,control,old_page,0,2017-01-06
897464,2017-01-06 21:54:30.441235,control,old_page,0,2017-01-06
701308,2017-01-13 05:43:39.503593,control,old_page,0,2017-01-13
753749,2017-01-06 01:30:10.493842,control,old_page,0,2017-01-06
900536,2017-01-05 21:11:30.892543,control,old_page,0,2017-01-05
844006,2017-01-19 06:19:58.963503,treatment,new_page,0,2017-01-19
827871,2017-01-06 23:06:18.363087,control,old_page,1,2017-01-06
690462,2017-01-07 05:01:19.176018,control,old_page,0,2017-01-07
799446,2017-01-12 02:22:25.076671,control,old_page,0,2017-01-12
926034,2017-01-13 04:02:24.243699,control,old_page,0,2017-01-13
862270,2017-01-12 01:37:48.044451,control,old_page,0,2017-01-12
731890,2017-01-08 14:38:26.851362,treatment,new_page,0,2017-01-08
674218,2017-01-23 07:48:42.837585,control,old_page,0,2017-01-23
754809,2017-01-11 17:16:40.824315,treatment,new_page,0,2017-01-11
888567,2017-01-09 14:08:12.986751,treatment,new_page,0,2017-01-09
736792,2017-01-23 19:55:15.724322,treatment,new_page,0,2017-01-23
868101,2017-01-20 04:46:51.983866,treatment,new_page,0,2017-01-20
655065,2017-01-21 15:49:28.346830,treatment,new_page,0,2017-01-21
903822,2017-01-13 11:52:24.251310,treatment,new_page,0,2017-01-13
848505,2017-01-15 17:08:19.503827,control,old_page,0,2017-01-15
695154,2017-01-22 05:12:30.775697,treatment,new_page,0,2017-01-22
660003,2017-01-04 18:55:35.945300,treatment,new_page,0,2017-01-04
844932,2017-01-17 03:47:26.110185,treatment,new_page,0,2017-01-17
733359,2017-01-12 11:24:33.183928,treatment,new_page,0,2017-01-12
920908,2017-01-15 21:22:18.763101,treatment,new_page,1,2017-01-15
775945,2017-01-09 19:17:54.608343,control,old_page,0,2017-01-09
726159,2017-01-23 08:16:17.577562,control,old_page,0,2017-01-23
666345,2017-01-13 12:08:33.013231,treatment,new_page,0,2017-01-13
942535,2017-01-13 05:54:42.690485,treatment,new_page,0,2017-01-13
839955,2017-01-03 00:19:01.517248,treatment,new_page,0,2017-01-03
818393,2017-01-19 00:38:06.032024,control,old_page,0,2017-01-19
918711,2017-01-20 12:03:28.388467,treatment,new_page,0,2017-01-20
655398,2017-01-13 06:53:13.390897,treatment,new_page,0,2017-01-13
873657,2017-01-15 22:35:56.065012,treatment,new_page,0,2017-01-15
785130,2017-01-13 07:08:09.836697,control,old_page,0,2017-01-13
875054,2017-01-22 22:39:00.833792,control,old_page,0,2017-01-22
839187,2017-01-06 07:25:26.781052,treatment,new_page,0,2017-01-06
757156,2017-01-17 06:54:43.359136,control,old_page,0,2017-01-17
671329,2017-01-07 06:27:28.584694,treatment,new_page,0,2017-01-07
919729,2017-01-20 08:48:05.801912,treatment,new_page,0,2017-01-20
751936,2017-01-10 10:08:37.736962,treatment,new_page,0,2017-01-10
757090,2017-01-15 18:43:23.088897,treatment,new_page,0,2017-01-15
685788,2017-01-05 13:37:41.761597,treatment,new_page,0,2017-01-05
693328,2017-01-13 04:14:21.818892,treatment,new_page,0,2017-01-13
917567,2017-01-05 19:46:04.584005,treatment,new_page,0,2017-01-05
792577,2017-01-07 01:57:04.651722,control,old_page,1,2017-01-07
647872,2017-01-23 10:45:33.588479,control,old_page,1,2017-01-23
935625,2017-01-11 15:29:52.679927,control,old_page,0,2017-01-11
756055,2017-01-16 11:30:44.241586,treatment,new_page,0,2017-01-16
804331,2017-01-14 02:57:46.226510,control,old_page,0,2017-01-14
716968,2017-01-10 02:26:00.948029,control,old_page,0,2017-01-10
876541,2017-01-07 02:26:53.068863,treatment,new_page,0,2017-01-07
724603,2017-01-14 04:53:30.912004,treatment,new_page,0,2017-01-14
817110,2017-01-11 00:33:06.846982,treatment,new_page,1,2017-01-11
698765,2017-01-14 20:45:08.497016,treatment,new_page,0,2017-01-14
648312,2017-01-18 09:58:45.342868,treatment,new_page,1,2017-01-18
826183,2017-01-14 11:08:01.726187,treatment,new_page,0,2017-01-14
757878,2017-01-23 22:01:31.530927,treatment,new_page,1,2017-01-23
678179,2017-01-08 21:22:12.333334,control,old_page,0,2017-01-08
646145,2017-01-19 12:36:58.481518,control,old_page,0,2017-01-19
651226,2017-01-07 04:20:41.026024,control,old_page,0,2017-01-07
822861,2017-01-10 06:10:30.675149,control,old_page,0,2017-01-10
930106,2017-01-09 05:22:43.766420,treatment,new_page,0,2017-01-09
718282,2017-01-07 10:11:19.021643,treatment,new_page,0,2017-01-07
730749,2017-01-15 07:32:37.934881,treatment,new_page,0,2017-01-15
941594,2017-01-15 09:09:25.068654,treatment,new_page,0,2017-01-15
675431,2017-01-07 19:28:08.694474,control,old_page,0,2017-01-07
682689,2017-01-04 04:59:43.950584,control,old_page,0,2017-01-04
848404,2017-01-09 10:44:20.557914,control,old_page,0,2017-01-09
668246,2017-01-03 05:04:02.335389,treatment,new_page,1,2017-01-03
763692,2017-01-21 09:10:43.526219,control,old_page,0,2017-01-21
679452,2017-01-19 10:32:38.815073,treatment,new_page,0,2017-01-19
786347,2017-01-15 02:08:41.452201,control,old_page,0,2017-01-15
641598,2017-01-19 11:11:45.310927,treatment,new_page,0,2017-01-19
712462,2017-01-14 14:29:49.179068,control,old_page,0,2017-01-14
689991,2017-01-19 12:33:28.343156,control,old_page,1,2017-01-19
884576,2017-01-18 11:36:13.885837,treatment,new_page,0,2017-01-18
703625,2017-01-24 08:52:07.231449,treatment,new_page,0,2017-01-24
779677,2017-01-14 12:36:55.879113,treatment,new_page,0,2017-01-14
933255,2017-01-14 02:53:45.359764,treatment,new_page,0,2017-01-14
808004,2017-01-10 15:45:10.577418,treatment,new_page,0,2017-01-10
828056,2017-01-05 23:25:11.841719,treatment,new_page,0,2017-01-05
915326,2017-01-24 10:08:30.852573,control,old_page,1,2017-01-24
823519,2017-01-19 18:30:53.217362,control,old_page,0,2017-01-19
786185,2017-01-11 12:19:34.934531,control,old_page,0,2017-01-11
931120,2017-01-06 22:03:23.128411,treatment,new_page,1,2017-01-06
767880,2017-01-02 19:53:18.367635,control,old_page,0,2017-01-02
829119,2017-01-03 12:57:50.205882,control,old_page,0,2017-01-03
733432,2017-01-20 21:55:26.787678,treatment,new_page,0,2017-01-20
851848,2017-01-09 17:02:03.111023,treatment,new_page,1,2017-01-09
836662,2017-01-18 11:41:12.308435,treatment,new_page,0,2017-01-18
770453,2017-01-04 01:15:37.607800,treatment,new_page,0,2017-01-04
676481,2017-01-23 14:19:12.521350,treatment,new_page,1,2017-01-23
695994,2017-01-23 09:54:36.241724,treatment,new_page,0,2017-01-23
690689,2017-01-13 23:43:59.582684,treatment,new_page,0,2017-01-13
717394,2017-01-10 04:48:04.383699,treatment,new_page,0,2017-01-10
863758,2017-01-12 02:05:19.724196,control,old_page,0,2017-01-12
658191,2017-01-18 10:15:06.617374,control,old_page,0,2017-01-18
681900,2017-01-07 19:54:40.555059,treatment,new_page,0,2017-01-07
842305,2017-01-10 09:59:03.852152,treatment,new_page,0,2017-01-10
